ApprovalFY,Term,NoEmp,NewBiz,RevLineCr,LowDoc,DisbursementGross,MIS_Status,TotalLoansInCounty,PIF_RateByCounty,MedIncome,Population,PopChange,LaborForceInCty,EmployedInCty,UnempInCty,UnempRateInCty,DeathsPer100k,PayDelay,Industry
2006,264,9,0.0,0.0,0,1524200.0,P I F,445,0.8764044943820225,32644,134665.0,0.2766146263541973,74156,71219,2937,4.0,977.2,52.0,Health
1997,60,2,0.0,0.0,1,90000.0,P I F,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,85.0,Manufacturing
1997,120,4,0.0,0.0,0,59000.0,P I F,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,47.0,Health
2005,35,3,0.0,0.0,0,50000.0,CHGOFF,445,0.8764044943820225,30645,130194.0,0.2766146263541973,70811,67350,3461,4.9,977.2,98.0,Other
1997,60,2,0.0,0.0,1,21200.0,P I F,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,45.0,Unknown
1997,84,5,0.0,0.0,0,81135.0,P I F,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,101.0,Unknown
1997,36,17,0.0,0.0,1,40000.0,P I F,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,18.0,Unknown
1997,60,6,0.0,0.0,1,45000.0,P I F,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,110.0,Unknown
2006,110,8,0.0,0.0,0,60000.0,P I F,445,0.8764044943820225,32644,134665.0,0.2766146263541973,74156,71219,2937,4.0,977.2,140.0,Professional
1997,300,12,0.0,0.0,0,400500.0,P I F,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,227.0,Other
1997,74,2,0.0,0.0,0,66000.0,CHGOFF,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,38.0,Unknown
1997,300,3,0.0,0.0,0,163000.0,P I F,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,53.0,Unknown
2005,2,3,0.0,0.0,0,15000.0,CHGOFF,445,0.8764044943820225,30645,130194.0,0.2766146263541973,70811,67350,3461,4.9,977.2,29.0,Transportation
1997,180,100,0.0,0.0,0,1750000.0,P I F,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,155.0,Manufacturing
1997,60,1,1.0,0.0,0,202500.0,P I F,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,213.0,Unknown
1997,120,2,0.0,0.0,1,100000.0,P I F,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,692.0,Wholesale
1997,180,16,0.0,0.0,0,200000.0,P I F,445,0.8764044943820225,21835,110566.0,0.2766146263541973,57738,55069,2669,4.6,977.2,124.0,Other
1998,180,1,0.0,0.0,0,205000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,58.0,Unknown
1998,289,3,0.0,0.0,0,243000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,10.0,Unknown
1998,240,9,0.0,0.0,0,769000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,106.0,Unknown
1998,240,6,0.0,0.0,0,133000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,88.0,Health
1998,300,9,0.0,0.0,0,100000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,113.0,Other
1998,89,5,0.0,0.0,0,135000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,120.0,Retail
1998,300,16,0.0,0.0,0,750000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,19.0,Unknown
2006,84,17,0.0,0.0,0,25000.0,P I F,445,0.8764044943820225,32644,134665.0,0.2766146263541973,74156,71219,2937,4.0,977.2,71.0,Accommodation
1998,84,8,0.0,0.0,1,100000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,61.0,Retail
1998,72,5,0.0,0.0,0,139000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,90.0,Unknown
1998,306,30,0.0,0.0,0,1163200.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,93.0,Arts
1998,240,24,0.0,0.0,0,201000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,292.0,Unknown
1998,240,6,0.0,0.0,0,258300.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,119.0,Retail
2006,240,3,0.0,0.0,0,440000.0,P I F,445,0.8764044943820225,32644,134665.0,0.2766146263541973,74156,71219,2937,4.0,977.2,142.0,Accommodation
1998,120,6,0.0,0.0,1,54000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,29.0,Retail
2006,2,6,0.0,1.0,0,65414.0,CHGOFF,445,0.8764044943820225,32644,134665.0,0.2766146263541973,74156,71219,2937,4.0,977.2,29.0,Construction
1998,244,25,1.0,0.0,0,922600.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,83.0,Unknown
1998,60,4,1.0,0.0,1,45000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,21.0,Unknown
2007,120,7,1.0,0.0,0,423000.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,164.0,Health
1998,276,12,0.0,0.0,0,313973.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,74.0,Unknown
1998,240,15,0.0,0.0,0,129000.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,78.0,Unknown
1998,300,15,0.0,0.0,0,263699.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,55.0,Construction
2007,5,6,1.0,1.0,0,204439.0,CHGOFF,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,47.0,Retail
2007,84,30,0.0,1.0,0,33990.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,403.0,Construction
1998,111,2,0.0,0.0,1,60000.0,CHGOFF,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,27.0,Other
2007,40,5,0.0,0.0,0,100000.0,CHGOFF,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,48.0,Construction
1998,94,9,0.0,0.0,0,203250.0,CHGOFF,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,38.0,Manufacturing
2007,84,2,0.0,1.0,0,128787.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,70.0,Construction
1998,180,4,0.0,0.0,0,157500.0,P I F,445,0.8764044943820225,23539,112686.0,0.2766146263541973,60136,57305,2831,4.7,977.2,244.0,Other
1999,180,9,0.0,0.0,0,225000.0,P I F,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,236.0,Unknown
1999,60,13,1.0,0.0,1,90000.0,P I F,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,15.0,Unknown
2007,84,25,0.0,0.0,0,35000.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,41.0,Administrative
2007,51,3,0.0,1.0,0,16686.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,10.0,Administrative
2006,84,5,0.0,1.0,0,90984.0,P I F,445,0.8764044943820225,32644,134665.0,0.2766146263541973,74156,71219,2937,4.0,977.2,71.0,Retail
2007,7,5,0.0,1.0,0,230219.0,CHGOFF,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,21.0,Construction
2007,36,6,0.0,1.0,0,92097.0,CHGOFF,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,20.0,Accommodation
2007,84,15,0.0,1.0,0,74000.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,28.0,Accommodation
2007,240,4,0.0,0.0,0,137000.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,175.0,Other
2007,84,1,0.0,1.0,0,76898.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,277.0,Construction
2007,84,2,0.0,1.0,0,46401.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,23.0,Mining
2007,84,1,1.0,0.0,0,40000.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,12.0,Manufacturing
2007,42,5,0.0,1.0,0,116614.0,CHGOFF,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,35.0,Other
1999,60,6,0.0,0.0,0,35000.0,P I F,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,29.0,Retail
2007,90,2,1.0,0.0,0,240000.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,15.0,Mining
2007,240,14,0.0,0.0,0,357000.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,485.0,Real
2007,53,2,1.0,0.0,0,45000.0,CHGOFF,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,17.0,Transportation
2007,240,14,0.0,0.0,0,694000.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,328.0,Construction
1999,84,2,0.0,0.0,0,80000.0,P I F,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,83.0,Unknown
1999,246,1,1.0,0.0,0,245300.0,P I F,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,51.0,Other
2007,58,3,0.0,1.0,0,78954.0,CHGOFF,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,40.0,Real
1999,60,8,1.0,0.0,1,55000.0,P I F,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,48.0,Unknown
2008,59,2,1.0,1.0,0,40663.0,CHGOFF,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,64.0,Finance
2008,62,86,0.0,1.0,0,87187.0,CHGOFF,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,28.0,Arts
2008,84,2,0.0,1.0,0,90220.0,P I F,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,19.0,Health
1999,240,12,1.0,0.0,0,256400.0,P I F,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,29.0,Accommodation
1999,87,5,0.0,0.0,0,43554.0,P I F,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,236.0,Health
2008,93,4,0.0,0.0,0,15000.0,CHGOFF,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,20.0,Manufacturing
2007,240,8,0.0,0.0,0,1169000.0,P I F,445,0.8764044943820225,35450,139434.0,0.2766146263541973,77873,75412,2461,3.2,977.2,180.0,Accommodation
1999,84,3,0.0,0.0,1,75000.0,P I F,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,87.0,Unknown
1999,84,13,0.0,0.0,0,115000.0,P I F,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,20.0,Construction
2008,108,6,0.0,0.0,0,775000.0,P I F,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,25.0,Wholesale
2008,45,10,0.0,1.0,0,39875.0,CHGOFF,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,41.0,Accommodation
2008,240,1,1.0,0.0,0,836000.0,P I F,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,467.0,Other
2008,120,40,1.0,0.0,0,1074700.0,P I F,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,30.0,Arts
2008,60,4,0.0,1.0,0,10660.0,P I F,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,327.0,Information
1999,276,2,0.0,0.0,0,246945.0,P I F,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,86.0,Unknown
2008,48,5,0.0,0.0,0,45000.0,CHGOFF,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,38.0,Professional
2008,84,7,0.0,1.0,0,39232.0,P I F,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,37.0,Professional
1999,300,6,0.0,0.0,0,247500.0,P I F,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,204.0,Health
2008,84,25,0.0,1.0,0,41875.0,CHGOFF,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,18.0,Accommodation
1999,101,25,1.0,0.0,1,75000.0,CHGOFF,445,0.8764044943820225,24308,114827.0,0.2766146263541973,60750,58335,2415,4.0,977.2,115.0,Unknown
2008,120,12,0.0,0.0,0,350000.0,P I F,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,39.0,Manufacturing
2008,240,15,0.0,0.0,0,625000.0,P I F,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,140.0,Accommodation
2008,96,4,1.0,0.0,0,150000.0,P I F,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,74.0,Retail
2008,240,6,0.0,0.0,0,269000.0,P I F,445,0.8764044943820225,38324,143155.0,0.2766146263541973,81800,78618,3182,3.9,977.2,244.0,Health
2009,120,2,0.0,0.0,0,63000.0,P I F,445,0.8764044943820225,34513,147851.0,0.2766146263541973,82067,75199,6868,8.4,977.2,105.0,Professional
2000,120,20,1.0,0.0,1,80000.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,82.0,Accommodation
2009,120,60,0.0,0.0,0,2000000.0,P I F,445,0.8764044943820225,34513,147851.0,0.2766146263541973,82067,75199,6868,8.4,977.2,62.0,Manufacturing
2000,300,8,0.0,0.0,0,312500.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,45.0,Unknown
2000,64,10,1.0,0.0,1,90000.0,CHGOFF,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,41.0,Unknown
2009,301,2,0.0,0.0,0,638000.0,P I F,445,0.8764044943820225,34513,147851.0,0.2766146263541973,82067,75199,6868,8.4,977.2,48.0,Health
2000,84,8,0.0,0.0,0,300000.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,29.0,Unknown
2000,84,9,0.0,0.0,0,450500.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,59.0,Unknown
2000,87,25,0.0,0.0,0,114600.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,300.0,Unknown
1990,102,6,0.0,0.0,0,200000.0,P I F,445,0.8764044943820225,15473,93757.0,0.2766146263541973,44712,42012,2700,6.0,977.2,49.0,Unknown
2009,73,72,0.0,0.0,0,35000.0,P I F,445,0.8764044943820225,34513,147851.0,0.2766146263541973,82067,75199,6868,8.4,977.2,27.0,Manufacturing
2000,180,1,0.0,0.0,0,86000.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,58.0,Unknown
2000,240,8,0.0,0.0,0,184000.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,23.0,Retail
1990,60,4,0.0,0.0,0,25000.0,P I F,445,0.8764044943820225,15473,93757.0,0.2766146263541973,44712,42012,2700,6.0,977.2,91.0,Unknown
2009,240,2,0.0,0.0,0,418000.0,P I F,445,0.8764044943820225,34513,147851.0,0.2766146263541973,82067,75199,6868,8.4,977.2,433.0,Health
2000,240,6,0.0,0.0,0,160000.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,182.0,Construction
2000,170,5,1.0,0.0,0,447000.0,CHGOFF,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,58.0,Construction
1990,180,10,0.0,0.0,0,495000.0,P I F,445,0.8764044943820225,15473,93757.0,0.2766146263541973,44712,42012,2700,6.0,977.2,109.0,Unknown
2000,84,4,1.0,0.0,1,85000.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,407.0,Unknown
2000,120,3,0.0,0.0,1,80000.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,184.0,Unknown
2010,17,2,1.0,0.0,0,50000.0,P I F,445,0.8764044943820225,33584,146489.0,0.2766146263541973,76113,67776,8337,11.0,977.2,223.0,Professional
2000,120,10,1.0,0.0,1,69500.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,71.0,Unknown
2010,120,1,0.0,0.0,0,12500.0,P I F,445,0.8764044943820225,33584,146489.0,0.2766146263541973,76113,67776,8337,11.0,977.2,1.0,Construction
2000,60,7,1.0,0.0,1,100000.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,38.0,Unknown
2000,120,2,1.0,0.0,0,87000.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,38.0,Other
2000,96,20,0.0,0.0,0,690450.0,P I F,445,0.8764044943820225,25694,117631.0,0.2766146263541973,58884,56921,1963,3.3,977.2,187.0,Transportation
2001,84,4,0.0,0.0,0,24000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,210.0,Unknown
1990,180,2,1.0,0.0,0,344100.0,P I F,445,0.8764044943820225,15473,93757.0,0.2766146263541973,44712,42012,2700,6.0,977.2,126.0,Other
1990,240,1,1.0,0.0,0,683000.0,P I F,445,0.8764044943820225,15473,93757.0,0.2766146263541973,44712,42012,2700,6.0,977.2,292.0,Manufacturing
1990,84,4,1.0,0.0,0,84800.0,P I F,445,0.8764044943820225,15473,93757.0,0.2766146263541973,44712,42012,2700,6.0,977.2,52.0,Unknown
2001,67,50,0.0,0.0,0,1100000.0,CHGOFF,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,10.0,Information
2001,300,22,0.0,0.0,0,776000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,57.0,Other
1990,105,2,0.0,0.0,0,60000.0,P I F,445,0.8764044943820225,15473,93757.0,0.2766146263541973,44712,42012,2700,6.0,977.2,86.0,Other
1990,300,1,0.0,0.0,0,182750.0,P I F,445,0.8764044943820225,15473,93757.0,0.2766146263541973,44712,42012,2700,6.0,977.2,47.0,Retail
2001,84,1,0.0,0.0,1,103800.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,51.0,Manufacturing
1991,180,29,0.0,0.0,0,215000.0,P I F,445,0.8764044943820225,16057,96348.0,0.2766146263541973,46428,43273,3155,6.8,977.2,92.0,Unknown
2001,240,18,0.0,0.0,0,332000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,244.0,Retail
1991,240,10,0.0,0.0,0,124000.0,P I F,445,0.8764044943820225,16057,96348.0,0.2766146263541973,46428,43273,3155,6.8,977.2,141.0,Unknown
2001,84,4,0.0,0.0,1,149000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,94.0,Retail
2001,84,5,1.0,0.0,1,80000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,30.0,Administrative
2001,20,3,0.0,0.0,0,115000.0,CHGOFF,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,48.0,Retail
1991,180,20,0.0,0.0,0,565300.0,P I F,445,0.8764044943820225,16057,96348.0,0.2766146263541973,46428,43273,3155,6.8,977.2,78.0,Unknown
2001,60,2,1.0,0.0,0,200000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,47.0,Mining
2001,84,1,1.0,0.0,0,168000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,40.0,Retail
2001,36,27,0.0,1.0,0,60000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,39.0,Construction
2001,84,1,0.0,0.0,1,150000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,38.0,Accommodation
2001,120,13,0.0,0.0,0,544999.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,34.0,Health
1991,240,16,0.0,0.0,0,1000000.0,P I F,445,0.8764044943820225,16057,96348.0,0.2766146263541973,46428,43273,3155,6.8,977.2,50.0,Unknown
2001,84,2,0.0,0.0,0,18200.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,32.0,Other
1991,180,28,0.0,0.0,0,250000.0,P I F,445,0.8764044943820225,16057,96348.0,0.2766146263541973,46428,43273,3155,6.8,977.2,304.0,Unknown
2001,300,10,0.0,0.0,0,168700.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,50.0,Accommodation
2001,240,15,0.0,0.0,0,349000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,188.0,Health
1991,84,10,1.0,0.0,0,50000.0,P I F,445,0.8764044943820225,16057,96348.0,0.2766146263541973,46428,43273,3155,6.8,977.2,72.0,Unknown
2001,120,4,1.0,0.0,1,100000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,31.0,Finance
2001,120,4,0.0,0.0,0,107000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,74.0,Transportation
2001,84,10,0.0,0.0,1,90000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,43.0,Construction
1991,240,7,0.0,0.0,0,56000.0,P I F,445,0.8764044943820225,16057,96348.0,0.2766146263541973,46428,43273,3155,6.8,977.2,233.0,Wholesale
1991,180,13,0.0,0.0,0,160000.0,P I F,445,0.8764044943820225,16057,96348.0,0.2766146263541973,46428,43273,3155,6.8,977.2,100.0,Other
2011,24,6,0.0,0.0,0,49000.0,P I F,445,0.8764044943820225,34832,147372.0,0.2766146263541973,75475,67738,7737,10.3,977.2,5.0,Mining
2001,60,7,1.0,1.0,1,100000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,50.0,Retail
2001,13,30,0.0,0.0,0,150000.0,CHGOFF,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,19.0,Arts
2001,120,1,0.0,0.0,0,120000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,66.0,Professional
1992,84,18,0.0,0.0,0,180000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,102.0,Construction
1992,180,2,0.0,0.0,0,122000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,98.0,Other
2011,84,1,1.0,0.0,0,50000.0,P I F,445,0.8764044943820225,34832,147372.0,0.2766146263541973,75475,67738,7737,10.3,977.2,147.0,Finance
1992,144,2,0.0,0.0,0,75000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,63.0,Unknown
1992,180,14,0.0,0.0,0,90000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,100.0,Other
1992,84,2,0.0,0.0,0,46000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,98.0,Unknown
1992,84,42,0.0,0.0,0,600000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,86.0,Unknown
1992,60,3,1.0,0.0,0,17000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,85.0,Unknown
1992,83,3,0.0,0.0,0,125000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,72.0,Wholesale
1992,288,16,0.0,0.0,0,180000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,129.0,Unknown
1992,120,11,0.0,0.0,0,400000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,126.0,Retail
1992,84,22,0.0,0.0,0,85000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,121.0,Unknown
1992,84,8,0.0,0.0,0,25000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,22.0,Unknown
1992,84,2,1.0,0.0,0,90000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,113.0,Manufacturing
1992,84,12,0.0,0.0,0,56000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,198.0,Professional
1992,60,4,0.0,0.0,0,75000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,105.0,Retail
1992,96,25,0.0,0.0,0,172700.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,87.0,Unknown
2001,84,17,0.0,0.0,0,765000.0,P I F,445,0.8764044943820225,27302,119496.0,0.2766146263541973,60299,57983,2316,3.8,977.2,85.0,Construction
1992,240,7,0.0,0.0,0,210000.0,P I F,445,0.8764044943820225,17225,97977.0,0.2766146263541973,48028,44268,3760,7.8,977.2,37.0,Other
